date_time,target_carbon_monoxide,target_benzene,target_nitrogen_oxides
2011-01-03 08:00:00,3.1888509,-0.102706075,395.9549
2011-01-03 09:00:00,3.5937726,-0.13425231,449.60876
2011-01-03 10:00:00,2.8468075,0.11438638,326.756
2011-01-03 11:00:00,1.7857043,-0.20223212,209.36673
2011-01-03 12:00:00,2.070775,-0.38888252,171.96143
2011-01-03 13:00:00,2.1031084,-0.49048537,203.72926
2011-01-03 14:00:00,1.4480281,0.054362,100.69882
2011-01-03 15:00:00,2.7334466,0.11458489,432.47144
2011-01-03 16:00:00,2.4255595,-0.44934893,257.8926
2011-01-03 17:00:00,2.2029204,0.07084191,136.80159
2011-01-03 18:00:00,1.6520658,-0.03279084,130.40382
2011-01-03 19:00:00,2.5955796,0.22519499,314.10333
2011-01-03 20:00:00,2.0229473,0.058951676,176.19139
2011-01-03 21:00:00,3.5092044,0.0152282715,474.30228
2011-01-03 22:00:00,2.0735173,0.026251107,202.24725
2011-01-03 23:00:00,2.3377128,0.060860395,173.69626
2011-01-04 00:00:00,1.5462738,-0.11077094,161.0326
2011-01-04 01:00:00,1.8188041,-0.09403902,287.76202
2011-01-04 02:00:00,1.6622107,0.1821453,156.01201
2011-01-04 03:00:00,1.6351047,-0.035820186,241.64595
2011-01-04 04:00:00,1.6408675,0.13933977,225.54076
2011-01-04 05:00:00,1.5711018,-0.013614714,162.38777
2011-01-04 06:00:00,1.667786,-0.0027744174,239.97667
2011-01-04 07:00:00,1.8938327,0.06346905,304.1633
2011-01-04 08:00:00,1.7807493,-0.09628111,311.96793
2011-01-04 09:00:00,3.3661866,-0.067091405,580.32983
2011-01-04 10:00:00,2.9937015,-0.4704609,470.81354
2011-01-04 11:00:00,1.7901503,-0.26994395,192.90936
2011-01-04 12:00:00,3.3059769,0.017722875,398.49265
2011-01-04 13:00:00,1.9569296,-0.13797599,201.14378
2011-01-04 14:00:00,2.5377069,-0.1553213,263.92075
2011-01-04 15:00:00,2.6865497,0.15073854,186.94685
2011-01-04 16:00:00,3.216291,-0.049424946,343.1157
2011-01-04 17:00:00,3.8327231,-0.082338035,568.8763
2011-01-04 18:00:00,2.3242233,-0.7076682,167.45439
2011-01-04 19:00:00,2.2311099,0.2503028,172.27208
2011-01-04 20:00:00,2.2129679,-0.025529742,149.64424
2011-01-04 21:00:00,2.839384,0.44362834,470.187
2011-01-04 22:00:00,4.965009,0.25815058,657.32715
2011-01-04 23:00:00,2.420638,0.17454836,541.463
2011-01-05 00:00:00,2.7584214,-0.2286852,337.5334
2011-01-05 01:00:00,1.4900719,5.789262,254.77046
2011-01-05 02:00:00,2.2772021,8.1721945,330.1549
2011-01-05 03:00:00,2.0595412,9.2883,347.15726
2011-01-05 04:00:00,2.027345,7.50887,359.55402
2011-01-05 05:00:00,2.396791,8.1169815,372.54187
2011-01-05 06:00:00,1.795539,7.279481,324.45554
2011-01-05 07:00:00,3.6263785,12.83691,736.9021
2011-01-05 08:00:00,3.5801964,15.507209,604.36896
2011-01-05 09:00:00,5.410365,24.084654,839.25616
2011-01-05 10:00:00,4.45613,20.192478,660.1299
2011-01-05 11:00:00,5.8129587,23.737743,833.68805
2011-01-05 12:00:00,4.962144,29.241669,873.11566
2011-01-05 13:00:00,5.7238545,26.201324,838.75305
2011-01-05 14:00:00,3.248299,13.022589,446.73877
2011-01-05 15:00:00,3.117341,13.724446,501.5808
2011-01-05 16:00:00,3.7136648,14.731679,534.3354
2011-01-05 17:00:00,3.060025,13.187877,474.62265
2011-01-05 18:00:00,2.8986583,12.655592,384.22165
2011-01-05 19:00:00,3.1855748,15.433367,449.79163
2011-01-05 20:00:00,3.8582149,16.211475,552.4644
2011-01-05 21:00:00,2.5388825,11.422248,384.99963
2011-01-05 22:00:00,2.7706203,11.059435,398.0245
2011-01-05 23:00:00,1.6077224,5.656663,260.70947
2011-01-06 00:00:00,1.5873678,6.098407,234.20364
2011-01-06 01:00:00,1.8088424,6.716034,284.59027
2011-01-06 02:00:00,1.3320074,4.9163666,251.5789
2011-01-06 03:00:00,1.3964789,4.200225,212.3244
2011-01-06 04:00:00,0.89024794,2.9016392,135.58
2011-01-06 05:00:00,1.1237354,3.8939612,145.85104
2011-01-06 06:00:00,0.88776505,2.1958475,156.8973
2011-01-06 07:00:00,0.9936389,2.9700167,148.12186
2011-01-06 08:00:00,1.2544212,4.519417,225.51964
2011-01-06 09:00:00,2.437293,7.3361526,313.43466
2011-01-06 10:00:00,2.0415668,6.986144,287.39728
2011-01-06 11:00:00,1.793896,6.810773,289.9281
2011-01-06 12:00:00,1.3220589,5.549529,246.26096
2011-01-06 13:00:00,2.082379,8.157381,298.7435
2011-01-06 14:00:00,1.6133394,6.5411296,250.05168
2011-01-06 15:00:00,1.761876,7.293551,259.17685
2011-01-06 16:00:00,2.068027,8.329878,293.26904
2011-01-06 17:00:00,2.157535,8.294318,318.50775
2011-01-06 18:00:00,2.3212342,9.228487,339.94778
2011-01-06 19:00:00,3.2492328,13.087907,441.72656
2011-01-06 20:00:00,2.773248,10.653584,393.1126
2011-01-06 21:00:00,2.5451033,9.941535,389.7861
2011-01-06 22:00:00,2.2431126,8.689968,336.36118
2011-01-06 23:00:00,1.4750555,5.715991,254.5693
2011-01-07 00:00:00,1.1797318,4.1700916,224.72243
2011-01-07 01:00:00,0.9839428,3.215369,190.63768
2011-01-07 02:00:00,1.3073888,4.1861296,232.48611
2011-01-07 03:00:00,1.0660279,2.8999853,191.68155
2011-01-07 04:00:00,0.9324503,2.0082984,185.7102
2011-01-07 05:00:00,0.6683935,1.8502574,102.24389
2011-01-07 06:00:00,0.929244,2.1126976,130.37581
2011-01-07 07:00:00,1.2281114,3.3236635,173.74837
2011-01-07 08:00:00,1.8672233,7.619277,297.314
2011-01-07 09:00:00,2.8695574,13.806927,356.38116
2011-01-07 10:00:00,1.831951,7.880629,318.01483
2011-01-07 11:00:00,2.4783003,10.711414,354.00586
2011-01-07 12:00:00,2.590633,10.804513,372.4047
2011-01-07 13:00:00,3.1912928,12.787477,440.75635
2011-01-07 14:00:00,2.9100456,11.993833,400.12393
2011-01-07 15:00:00,3.3149743,13.7302265,448.82034
2011-01-07 16:00:00,4.011924,18.96674,662.1439
2011-01-07 17:00:00,4.0136514,18.743523,763.0109
2011-01-07 18:00:00,4.606722,21.8459,739.71936
2011-01-07 19:00:00,4.7573266,22.357382,802.165
2011-01-07 20:00:00,4.3329687,20.095089,793.46594
2011-01-07 21:00:00,3.7540472,16.111256,494.10834
2011-01-07 22:00:00,3.2426178,15.205316,483.3576
2011-01-07 23:00:00,2.8277445,11.032473,399.638
2011-01-08 00:00:00,2.9434502,13.170168,487.66275
2011-01-08 01:00:00,1.8185481,7.299978,302.59564
2011-01-08 02:00:00,1.6430103,5.4568048,246.26036
2011-01-08 03:00:00,1.5412377,3.9924564,240.15309
2011-01-08 04:00:00,1.0467575,3.090604,177.83722
2011-01-08 05:00:00,1.40171,4.0032215,222.05492
2011-01-08 06:00:00,1.689055,4.6625447,244.45415
2011-01-08 07:00:00,1.4728887,4.1439095,243.59657
2011-01-08 08:00:00,2.9286067,11.312797,396.7238
2011-01-08 09:00:00,3.176125,14.402669,506.05145
2011-01-08 10:00:00,2.651002,10.931449,381.1298
2011-01-08 11:00:00,2.8715267,11.7124195,422.45404
2011-01-08 12:00:00,2.7987595,10.876717,380.3857
2011-01-08 13:00:00,3.0976763,13.429786,496.8943
2011-01-08 14:00:00,3.7317643,16.142742,675.53766
2011-01-08 15:00:00,3.6862004,14.059008,513.6401
2011-01-08 16:00:00,4.3534617,18.044659,642.1618
2011-01-08 17:00:00,4.3953104,18.731506,766.73785
2011-01-08 18:00:00,4.17599,18.038925,641.4959
2011-01-08 19:00:00,4.261958,19.28246,754.4605
2011-01-08 20:00:00,5.75335,26.033749,862.1308
2011-01-08 21:00:00,3.8556538,14.9407425,650.548
2011-01-08 22:00:00,2.587173,10.952321,369.34433
2011-01-08 23:00:00,2.0208845,7.0027823,297.0301
2011-01-09 00:00:00,1.9627881,7.450515,253.3998
2011-01-09 01:00:00,1.6288853,6.348781,271.24316
2011-01-09 02:00:00,1.539497,5.6444144,279.7177
2011-01-09 03:00:00,1.0669986,3.8697665,176.70697
2011-01-09 04:00:00,1.170249,2.310859,151.7895
2011-01-09 05:00:00,0.83668536,2.5652044,99.39068
2011-01-09 06:00:00,0.9169011,1.9762477,119.30794
2011-01-09 07:00:00,0.9208808,2.297514,94.256996
2011-01-09 08:00:00,0.9663848,2.89386,122.1132
2011-01-09 09:00:00,0.994442,2.2707996,96.190605
2011-01-09 10:00:00,1.236043,4.051365,168.70924
2011-01-09 11:00:00,1.3299363,5.4693336,226.19293
2011-01-09 12:00:00,2.4444718,9.57333,356.0312
2011-01-09 13:00:00,2.040794,8.58314,330.13812
2011-01-09 14:00:00,2.4497175,12.235747,322.75952
2011-01-09 15:00:00,3.3933237,16.253094,555.03467
2011-01-09 16:00:00,2.131752,9.089274,298.7435
2011-01-09 17:00:00,2.2894874,9.4602165,335.6188
2011-01-09 18:00:00,3.250872,13.818917,472.49307
2011-01-09 19:00:00,2.5849864,8.94087,354.56165
2011-01-09 20:00:00,2.669347,12.496886,370.89612
2011-01-09 21:00:00,2.490233,8.917895,338.5648
2011-01-09 22:00:00,1.2691059,6.0149536,231.0378
2011-01-09 23:00:00,2.2829366,9.395532,324.86972
2011-01-10 00:00:00,2.1086044,8.896721,322.65768
2011-01-10 01:00:00,2.0752478,8.061184,312.1314
2011-01-10 02:00:00,1.2866342,5.003664,221.41248
2011-01-10 03:00:00,0.8670279,2.8957198,162.73999
2011-01-10 04:00:00,0.6142127,2.2060595,90.301315
2011-01-10 05:00:00,0.960021,2.0462809,124.853134
2011-01-10 06:00:00,1.1976793,4.1806097,157.04118
2011-01-10 07:00:00,1.5377922,6.685083,256.96677
2011-01-10 08:00:00,4.129037,20.459618,642.8813
2011-01-10 09:00:00,4.188117,19.5783,547.8954
2011-01-10 10:00:00,3.9856763,18.378788,520.05426
2011-01-10 11:00:00,4.064023,17.429728,522.2322
2011-01-10 12:00:00,3.3453646,14.923067,408.71344
2011-01-10 13:00:00,4.0493317,18.752098,581.1049
2011-01-10 14:00:00,4.196626,21.420301,560.3848
2011-01-10 15:00:00,3.9259257,20.08371,479.95248
2011-01-10 16:00:00,3.319023,16.130163,428.08112
2011-01-10 17:00:00,4.0983925,16.9929,528.65686
2011-01-10 18:00:00,3.674097,18.07466,471.40747
2011-01-10 19:00:00,3.9844189,17.281654,604.62885
2011-01-10 20:00:00,3.5861826,18.607906,508.7425
2011-01-10 21:00:00,3.4432042,15.707039,512.5039
2011-01-10 22:00:00,3.1501994,13.359375,567.2658
2011-01-10 23:00:00,1.8345643,8.293718,270.67868
2011-01-11 00:00:00,2.13766,8.198774,325.49677
2011-01-11 01:00:00,1.5025394,6.2932744,251.91125
2011-01-11 02:00:00,1.3235805,4.067831,230.26122
2011-01-11 03:00:00,1.135779,3.2038014,188.05418
2011-01-11 04:00:00,1.0314465,3.128385,184.4094
2011-01-11 05:00:00,1.2079096,3.6589994,189.69753
2011-01-11 06:00:00,1.3360786,4.0427055,208.36574
2011-01-11 07:00:00,1.6028632,6.3312225,256.4339
2011-01-11 08:00:00,3.8382342,17.831348,656.5051
2011-01-11 09:00:00,5.5702715,29.700357,770.6264
2011-01-11 10:00:00,3.459806,14.751991,490.10526
2011-01-11 11:00:00,4.1268253,18.863054,667.2877
2011-01-11 12:00:00,3.8582337,16.26652,608.3544
2011-01-11 13:00:00,3.6613312,14.974758,553.8592
2011-01-11 14:00:00,4.036272,17.585258,577.9913
2011-01-11 15:00:00,3.962825,19.02605,627.7075
2011-01-11 16:00:00,4.6475782,20.79987,680.636
2011-01-11 17:00:00,4.1875997,19.0759,692.94
2011-01-11 18:00:00,4.5619297,21.085358,759.5416
2011-01-11 19:00:00,4.607966,21.859327,719.19574
2011-01-11 20:00:00,4.859329,23.28218,758.42316
2011-01-11 21:00:00,4.4038672,19.24986,728.035
2011-01-11 22:00:00,4.443372,19.514069,757.8643
2011-01-11 23:00:00,3.7771242,16.176472,695.8847
2011-01-12 00:00:00,2.8010876,11.189471,429.00305
2011-01-12 01:00:00,2.980639,11.490379,428.87393
2011-01-12 02:00:00,2.149622,8.06959,287.73257
2011-01-12 03:00:00,1.2369008,4.565047,195.17609
2011-01-12 04:00:00,1.0431263,4.468176,171.03012
2011-01-12 05:00:00,1.3694686,5.582353,233.47295
2011-01-12 06:00:00,2.0141215,7.963768,314.55762
2011-01-12 07:00:00,2.2741613,8.577043,343.3266
2011-01-12 08:00:00,4.472592,19.407211,701.86755
2011-01-12 09:00:00,4.3737555,19.458904,587.79706
2011-01-12 10:00:00,4.164007,18.494053,622.8974
2011-01-12 11:00:00,3.528286,16.226257,591.76117
2011-01-12 12:00:00,3.6039135,15.092008,608.2998
2011-01-12 13:00:00,3.9107003,17.589369,724.1835
2011-01-12 14:00:00,2.9836025,14.785995,438.36258
2011-01-12 15:00:00,3.680678,19.045849,536.66345
2011-01-12 16:00:00,3.6489687,17.097458,516.43744
2011-01-12 17:00:00,3.2158978,14.789479,475.7779
2011-01-12 18:00:00,4.685226,24.40506,628.0005
2011-01-12 19:00:00,5.4725637,28.317753,712.7832
2011-01-12 20:00:00,4.9175367,25.438484,845.5267
2011-01-12 21:00:00,4.984068,25.07668,822.8151
2011-01-12 22:00:00,3.6760838,16.315556,674.009
2011-01-12 23:00:00,3.093518,12.671371,442.46347
2011-01-13 00:00:00,2.755216,11.607764,407.95267
2011-01-13 01:00:00,2.7803419,11.708057,392.01862
2011-01-13 02:00:00,1.7267358,7.236455,268.45633
2011-01-13 03:00:00,2.026549,7.1856136,308.8714
2011-01-13 04:00:00,1.1097786,4.330964,165.73187
2011-01-13 05:00:00,1.0035822,3.4735262,180.65039
2011-01-13 06:00:00,1.0187347,4.1593256,175.88712
2011-01-13 07:00:00,2.0965438,9.09722,322.00104
2011-01-13 08:00:00,3.3858256,16.126663,511.1795
2011-01-13 09:00:00,4.095337,21.965986,573.50006
2011-01-13 10:00:00,3.566879,14.071697,455.41873
2011-01-13 11:00:00,3.9630022,18.360851,743.1203
2011-01-13 12:00:00,2.712027,13.711396,548.7131
2011-01-13 13:00:00,2.5396311,10.570479,378.41873
2011-01-13 14:00:00,2.880634,13.183267,451.28613
2011-01-13 15:00:00,3.2436578,15.051852,478.58667
2011-01-13 16:00:00,3.3610396,13.998253,479.80832
2011-01-13 17:00:00,4.5209503,20.350975,776.96686
2011-01-13 18:00:00,4.834003,24.377632,784.29144
2011-01-13 19:00:00,4.2099557,17.526495,652.06714
2011-01-13 20:00:00,2.702614,12.2452545,495.69806
2011-01-13 21:00:00,2.8080544,11.498508,427.7858
2011-01-13 22:00:00,2.0873475,8.376132,308.72446
2011-01-13 23:00:00,2.451098,8.837613,340.30203
2011-01-14 00:00:00,2.420559,9.158925,365.97058
2011-01-14 01:00:00,1.8144176,6.8586974,268.95935
2011-01-14 02:00:00,1.4273208,4.251183,210.78026
2011-01-14 03:00:00,1.2968328,4.626876,234.48228
2011-01-14 04:00:00,1.6943419,4.2080774,243.73135
2011-01-14 05:00:00,2.3370326,8.118461,341.1972
2011-01-14 06:00:00,1.4933076,5.862889,239.3003
2011-01-14 07:00:00,2.0990636,7.864382,344.3352
2011-01-14 08:00:00,5.011877,24.340284,804.0044
2011-01-14 09:00:00,3.7315764,15.478412,616.9778
2011-01-14 10:00:00,3.5737479,15.802507,531.1872
2011-01-14 11:00:00,3.6275814,18.269466,781.96735
2011-01-14 12:00:00,2.9787593,13.193819,476.4512
2011-01-14 13:00:00,3.5140703,16.728746,570.5441
2011-01-14 14:00:00,3.4725575,16.27066,507.75208
2011-01-14 15:00:00,3.2020051,14.604579,482.05566
2011-01-14 16:00:00,3.355877,14.628536,583.0098
2011-01-14 17:00:00,5.1272407,24.362165,948.4995
2011-01-14 18:00:00,5.149764,23.813576,863.4482
2011-01-14 19:00:00,4.854701,22.918455,751.1488
2011-01-14 20:00:00,5.2865415,25.841549,876.12396
2011-01-14 21:00:00,4.12926,17.967255,732.07324
2011-01-14 22:00:00,1.6142634,5.6453404,257.77634
2011-01-14 23:00:00,1.7237939,7.0730524,277.96857
2011-01-15 00:00:00,1.8025879,7.474015,313.81268
2011-01-15 01:00:00,2.1741185,8.57294,317.0809
2011-01-15 02:00:00,1.654369,5.8232336,257.77634
2011-01-15 03:00:00,1.6960298,4.74168,268.42642
2011-01-15 04:00:00,1.9412178,5.7334323,273.77585
2011-01-15 05:00:00,0.97613156,3.1123333,173.38297
2011-01-15 06:00:00,1.6418055,3.3813558,248.1967
2011-01-15 07:00:00,1.9184501,5.3619967,277.15405
2011-01-15 08:00:00,2.5799174,10.469131,364.60397
2011-01-15 09:00:00,2.4408958,10.742236,358.70456
2011-01-15 10:00:00,2.1991334,8.916355,323.75745
2011-01-15 11:00:00,2.51374,10.348567,381.781
2011-01-15 12:00:00,2.992731,13.240717,443.809
2011-01-15 13:00:00,3.2735791,15.289922,557.13226
2011-01-15 14:00:00,4.1721897,17.103146,743.7917
2011-01-15 15:00:00,2.9633799,13.578965,527.9604
2011-01-15 16:00:00,2.675086,10.892485,442.80612
2011-01-15 17:00:00,2.8783824,13.180911,450.62555
2011-01-15 18:00:00,3.7094939,17.822477,738.50476
2011-01-15 19:00:00,4.0579033,18.423796,683.69995
2011-01-15 20:00:00,2.5672457,12.855061,496.54846
2011-01-15 21:00:00,3.001597,13.965225,558.33185
2011-01-15 22:00:00,1.635223,7.919723,296.7686
2011-01-15 23:00:00,2.3392653,9.804161,399.96307
2011-01-16 00:00:00,3.2606266,14.652335,613.03107
2011-01-16 01:00:00,2.114467,8.846368,371.4717
2011-01-16 02:00:00,1.8026428,7.4811945,289.22818
2011-01-16 03:00:00,1.7763835,5.848514,288.07227
2011-01-16 04:00:00,1.6123333,6.403538,251.29936
2011-01-16 05:00:00,1.3416696,4.4928055,226.2814
2011-01-16 06:00:00,1.3673885,4.7063074,234.12177
2011-01-16 07:00:00,1.6563379,6.41545,259.3801
2011-01-16 08:00:00,1.4239999,5.5118766,236.53357
2011-01-16 09:00:00,1.9923937,7.194942,295.46042
2011-01-16 10:00:00,1.5414116,2.6390026,165.20906
2011-01-16 11:00:00,1.1871395,2.7208445,179.75764
2011-01-16 12:00:00,1.1549002,2.767711,169.30608
2011-01-16 13:00:00,0.9610129,2.5933635,170.83719
2011-01-16 14:00:00,0.9537162,2.4930594,177.03485
2011-01-16 15:00:00,1.1105907,1.714351,162.87726
2011-01-16 16:00:00,1.1147635,2.6555676,177.65146
2011-01-16 17:00:00,1.4368033,3.732299,213.33441
2011-01-16 18:00:00,1.548261,3.655663,203.75363
2011-01-16 19:00:00,1.9486301,7.060244,288.39417
2011-01-16 20:00:00,1.7434496,6.3750362,267.49902
2011-01-16 21:00:00,1.6759516,4.7115498,253.77664
2011-01-16 22:00:00,1.6334176,4.144884,221.44977
2011-01-16 23:00:00,1.4872286,4.7998505,221.17445
2011-01-17 00:00:00,1.5825272,4.4766703,252.25153
2011-01-17 01:00:00,1.5376266,3.862018,232.8952
2011-01-17 02:00:00,1.2849214,3.5373104,204.56387
2011-01-17 03:00:00,0.9703519,1.9870797,141.65265
2011-01-17 04:00:00,1.0741448,1.8991399,172.12152
2011-01-17 05:00:00,0.8807355,1.2812529,121.863365
2011-01-17 06:00:00,0.8548333,1.8798898,131.52138
2011-01-17 07:00:00,1.0527532,4.1520767,194.65424
2011-01-17 08:00:00,3.4203935,15.625437,630.53217
2011-01-17 09:00:00,4.089345,18.183542,712.4648
2011-01-17 10:00:00,3.3191571,15.892129,652.6932
2011-01-17 11:00:00,3.16459,16.325,648.07117
2011-01-17 12:00:00,3.4334345,14.652897,613.4605
2011-01-17 13:00:00,2.9868376,13.534509,576.92126
2011-01-17 14:00:00,2.8981988,13.365244,510.8282
2011-01-17 15:00:00,3.6190164,16.52621,650.25714
2011-01-17 16:00:00,3.1860871,13.703235,497.5798
2011-01-17 17:00:00,3.859761,24.037455,860.3597
2011-01-17 18:00:00,8.287439,38.54267,1231.6693
2011-01-17 19:00:00,6.801986,35.895187,1108.6259
2011-01-17 20:00:00,3.8023107,18.747278,781.06
2011-01-17 21:00:00,3.1670337,15.049502,663.13007
2011-01-17 22:00:00,1.8305713,7.0201583,356.02182
2011-01-17 23:00:00,1.6303111,7.144071,294.66006
2011-01-18 00:00:00,1.533058,7.97825,322.7081
2011-01-18 01:00:00,1.7166023,6.179365,264.9157
2011-01-18 02:00:00,1.1299803,3.9598982,223.49504
2011-01-18 03:00:00,0.82459044,2.5663946,164.71838
2011-01-18 04:00:00,0.9494231,2.349457,136.42232
2011-01-18 05:00:00,0.9605626,3.0921917,171.19188
2011-01-18 06:00:00,1.1796088,4.140685,224.69768
2011-01-18 07:00:00,2.1459038,8.166769,350.95352
2011-01-18 08:00:00,3.6721945,15.745388,649.03564
2011-01-18 09:00:00,3.9699652,19.937712,735.99634
2011-01-18 10:00:00,5.4766316,21.633207,953.4013
2011-01-18 11:00:00,4.313978,17.333073,717.5984
2011-01-18 12:00:00,4.8700666,22.13164,960.133
2011-01-18 13:00:00,4.8977623,25.205423,827.8779
2011-01-18 14:00:00,5.7605,31.175714,993.5732
2011-01-18 15:00:00,4.9987683,23.355492,798.8693
2011-01-18 16:00:00,5.6490374,25.041359,898.7226
2011-01-18 17:00:00,5.290662,24.18313,853.5831
2011-01-18 18:00:00,5.6930604,25.768166,869.68274
2011-01-18 19:00:00,6.0069504,26.471994,965.8774
2011-01-18 20:00:00,4.9561076,22.423067,831.93896
2011-01-18 21:00:00,2.0732303,6.303405,319.223
2011-01-18 22:00:00,1.3365244,4.323207,184.05228
2011-01-18 23:00:00,1.5320674,6.023673,270.7896
2011-01-19 00:00:00,1.5848024,5.8577156,286.73627
2011-01-19 01:00:00,1.800164,6.3135505,277.83533
2011-01-19 02:00:00,1.7497029,5.8575697,281.2014
2011-01-19 03:00:00,0.7310183,1.7435379,98.45144
2011-01-19 04:00:00,1.1324333,1.1959636,128.78162
2011-01-19 05:00:00,0.53461826,0.8817947,59.82726
2011-01-19 06:00:00,0.8308072,1.4470937,130.0847
2011-01-19 07:00:00,1.0011373,3.1137638,172.64334
2011-01-19 08:00:00,2.1226575,7.046923,309.00064
2011-01-19 09:00:00,1.7543255,7.595262,274.93915
2011-01-19 10:00:00,0.8914939,3.3903396,156.19072
2011-01-19 11:00:00,0.5854486,1.9917156,88.25827
2011-01-19 12:00:00,1.199762,3.3232563,154.4524
2011-01-19 13:00:00,1.1885886,4.662119,158.45969
2011-01-19 14:00:00,1.5124587,7.4583535,248.36201
2011-01-19 15:00:00,1.1112763,4.2937036,157.12854
2011-01-19 16:00:00,1.0672764,4.3822412,171.25307
2011-01-19 17:00:00,1.2424605,4.474632,182.60513
2011-01-19 18:00:00,1.5159785,6.524929,247.87143
2011-01-19 19:00:00,1.6181631,6.6357117,241.0697
2011-01-19 20:00:00,1.9253436,7.8000665,290.67206
2011-01-19 21:00:00,2.1263204,7.3130016,313.21274
2011-01-19 22:00:00,1.1785856,2.9996064,184.39133
2011-01-19 23:00:00,1.2502475,4.2545996,185.76437
2011-01-20 00:00:00,1.2132102,4.136406,189.16533
2011-01-20 01:00:00,0.8196227,2.3835163,128.36139
2011-01-20 02:00:00,0.86071265,1.3365548,112.1821
2011-01-20 03:00:00,1.0288053,1.5761479,135.96213
2011-01-20 04:00:00,0.8230067,1.2852526,110.541824
2011-01-20 05:00:00,0.9949026,0.7474368,102.98453
2011-01-20 06:00:00,1.0210614,3.0552065,167.92078
2011-01-20 07:00:00,1.3672916,3.0358548,198.20448
2011-01-20 08:00:00,2.9004152,12.552415,424.79483
2011-01-20 09:00:00,3.414942,15.717329,575.72504
2011-01-20 10:00:00,3.7255871,16.499573,671.2323
2011-01-20 11:00:00,2.8364851,12.216571,445.90747
2011-01-20 12:00:00,2.609942,12.744269,407.75742
2011-01-20 13:00:00,2.6454518,11.639607,404.2786
2011-01-20 14:00:00,3.1582217,14.165803,471.9002
2011-01-20 15:00:00,2.42037,10.916115,404.9878
2011-01-20 16:00:00,2.9180925,12.873065,475.5607
2011-01-20 17:00:00,3.8701768,21.749811,836.89575
2011-01-20 18:00:00,5.417252,27.835522,899.2942
2011-01-20 19:00:00,4.568599,20.59575,803.9872
2011-01-20 20:00:00,3.404137,14.159828,587.7776
2011-01-20 21:00:00,2.7815077,13.442656,531.07214
